title,link,tag,desc,page
"Russia ditches nuclear security amid China visit, ‘dangerous decade’ ahead, expert warns",https://www.foxnews.com/world/russia-ditches-nuclear-security-china-visit-dangerous-decade-ahead-expert-warns,RUSSIA,"Russian President Putin's decision to suspend New START treaty renews global nuclear concerns as he expands ties with China, and a nuclear expert details how U.S. must respond.",https://www.foxnews.com/category/politics/foreign-policy
"UN torched for gushing over China's $800,000 donation to support human rights: 'Complete and utter joke'",https://www.foxnews.com/media/un-torched-gushing-chinas-800000-donation-support-human-rights-complete-utter-joke,MEDIA,"The United Nation's human rights office thanked China for giving an $800,000 donation, prompting renewed calls to halt U.S. funding to the body accused of ""shilling for China.""",https://www.foxnews.com/category/politics/foreign-policy
Austin civil rights director resigns after employees file complaints about workplace mistreatment: report,https://www.foxnews.com/us/austin-civil-rights-director-resigns-employees-file-complaints-workplace-mistreatment-report,AUSTIN,"The director of Austin's Civil Rights Office reportedly submitted her resignation this week, several months after multiple city employees filed complaints against her.",https://www.foxnews.com/category/politics/foreign-policy
Palestinian gunman shoots and kills two Israeli brothers in West Bank,https://www.foxnews.com/world/palestinian-gunman-shoots-kills-two-israeli-brothers-west-bank,ISRAEL,"A Palestinian gunman shot and killed two Israeli brothers in the northern West Bank on Sunday, casting a shadow over peace talks that took place in Jordan.",https://www.foxnews.com/category/politics/foreign-policy
Fox News Speaks with Ukraine’s Defense Minister Oleksii Reznikov,https://www.foxnews.com/video/6321281095112,VIDEO,Ukraine’s Defense Minister Oleksii Reznikov sat down with Fox News as his country marks one year since Russia invaded. He expressed confidence that Ukraine will receive Western fighter jets within a month and spoke to reports of China aiding Russia.,https://www.foxnews.com/category/politics/foreign-policy
Ukraine President's office head on Chinese aid to Russia: 'A critical and bad' mistake,https://www.foxnews.com/video/6321279115112,VIDEO,"Andriy Yermak, head of the office of the President of Ukraine, discusses the Ukraine War following its one-year anniversary, support from the U.S., and the concerns of Chinese military aid to Russia.",https://www.foxnews.com/category/politics/foreign-policy
US intelligence indicates China is considering giving Russia weapons in Ukraine war,https://www.foxnews.com/video/6321275743112,VIDEO,"Rep. Ashley Hinson, R-Iowa, joined 'Fox News Live' to discuss China's support of Russia in its war on Ukraine and how the Biden administration has handled the conflict. ",https://www.foxnews.com/category/politics/foreign-policy
Iranian regime becoming 'more fragile and fragmented: Crown Prince Reza Pahlavi,https://www.foxnews.com/video/6321276021112,VIDEO,"Exiled Crown Prince of Iran Reza Pahlavi discusses Iranians fighting for freedom against the regime, the path for a free and democratic Iran, and the calls for the designation of the Iranian Revolutionary Guard Corps as a terrorist organization.",https://www.foxnews.com/category/politics/foreign-policy
Top Republican slams UN human rights office for thanking China for donation: 'Pathetic!',https://www.foxnews.com/politics/top-republican-slams-un-human-rights-office-thanking-china-donation,CHINA,"Rep. Jim Banks slammed the U.N. after its human rights office thanked China for donating money, saying U.S. tax dollars shouldn't be funding an organization ""shilling"" for Beijing.",https://www.foxnews.com/category/politics/foreign-policy
Fox News poll indicates 68% of Americans believe China is a major threat,https://www.foxnews.com/video/6321267285112,VIDEO,"Sen. Ben Cardin, D-Md., joined 'Fox News Sunday' to discuss China's role in the Russia-Ukraine war and why he touts Biden's handling of the conflict. ",https://www.foxnews.com/category/politics/foreign-policy
Reporter's Notebook: In Russia 'there is no such thing as support in a non-free society',https://www.foxnews.com/world/reporters-notebook-in-russia-there-no-such-thing-support-in-a-non-free-society,RUSSIA,What a year of war has done to Russian society and why they have put up with it. Russia expert Ekaterina Schulmann takes stock of society,https://www.foxnews.com/category/politics/foreign-policy
Mark Levin slams Biden's handling of Ukraine war: 'Disgrace',https://www.foxnews.com/video/6321267054112,VIDEO,"'Life, Liberty & Levin' host Mark Levin joined 'Fox & Friends Weekend' to discuss America's military readiness on the world stage and what he believes will trigger World War III.",https://www.foxnews.com/category/politics/foreign-policy
"US ‘confident’ China considering providing lethal equipment to Russia, CIA director says",https://www.foxnews.com/politics/us-confident-china-considering-providing-lethal-equipment-russia-cia-director-says,CIA,"CIA Director William Burns said the United States is ""confident"" Beijing is weighing sending lethal equipment to Russia, but no final decision or shipments have been made yet.",https://www.foxnews.com/category/politics/foreign-policy
"Afghanistan IG calls for more oversight to prevent fraud, avoid 'significant mistakes' in $133B Ukrainian aid",https://www.foxnews.com/politics/afghanistan-ig-calls-more-oversight-prevent-fraud-avoid-significant-mistakes-133b-ukrainian-aid,UKRAINE,Afghanistan IG John Sopko says the US needs more aid to Ukraine as America spends $113 billion helping fend off Russia's attacks,https://www.foxnews.com/category/politics/foreign-policy
"Biden’s speech rallying NATO was all for show, says retired lieutenant general. Here’s why",https://www.foxnews.com/world/bidens-speech-rallying-nato-show-says-retired-lieutenant-general,DIGITAL ORIGINALS,"Lt. Gen. Keith Kellogg said without fulfilling their pledge to spend 2% of GDP on defense, NATO members won't be able to come to the aid of their allies if called.",https://www.foxnews.com/category/politics/foreign-policy
Ukrainian Defense Ministry Adviser on Ukraine War: 'There is not an option for us to fail',https://www.foxnews.com/video/6321236214112,VIDEO,Ukrainian Defense Ministry Adviser Yuriy Sak joins 'Fox News Live' to discuss the Ukraine-Russia War following the one-year anniversary and the importance of support against Russia.,https://www.foxnews.com/category/politics/foreign-policy
"Chinese military orders US plane away from its airspace, flies fighter jet 500 feet from wing",https://www.foxnews.com/politics/chinese-military-orders-us-plane-airspace-flies-fighter-jet-500-feet-wing,CHINA,A U.S. Navy plane in the South China Sea was warned by the Chinese military to stay away and a Chinese fighter jet was scrambled to monitor it for,https://www.foxnews.com/category/politics/foreign-policy
"GOP presidential candidate Nikki Haley pledges to cut billions in foreign aid to China, other US adversaries",https://www.foxnews.com/politics/gop-presidential-candidate-nikki-haley-pledges-cut-billions-foreign-aid-china-other-us-adversaries,NIKKI HALEY,Former U.S. ambassador to the UN and 2024 GOP presidential hopeful Nikki Haley vowed to cut billions in foreign aid to adversaries if she becomes president.,https://www.foxnews.com/category/politics/foreign-policy
US will support Ukraine 'as long as it takes': Brig. Gen Patrick Ryder,https://www.foxnews.com/video/6321227320112,VIDEO,"Pentagon Press Secretary Brig. Gen. Pat Ryder discusses U.S. support of Ukraine, China's peace talks with Ukraine, concerns of Chinese assistance to Russia, and the increase in troop presence in Taiwan. ",https://www.foxnews.com/category/politics/foreign-policy
"Iran says new long-range cruise missile can strike US ships within 1,000 miles",https://www.foxnews.com/world/iran-says-new-long-range-cruise-missile-can-strike-us-ships-1000-miles,IRAN,"The Iranian government unveiled a new long-range cruise missile on state media, claiming it would be able to strike U.S. warships 1,000 miles away.",https://www.foxnews.com/category/politics/foreign-policy
US will not give Ukraine fighter jets,https://www.foxnews.com/video/6321216277112,VIDEO,Fox News’ Lucas Tomlinson reports on the year-long war with Ukrainian officials saying Biden’s stance could undermine Kyiv’s war strategy.,https://www.foxnews.com/category/politics/foreign-policy
Will Cain and Pete Hegseth break down the Russia-China relationship,https://www.foxnews.com/video/6321214886112,VIDEO,'Fox & Friends Weekend' co-hosts Will Cain and Pete Hegseth discuss the history and relationship between Russia and China.,https://www.foxnews.com/category/politics/foreign-policy
"Ukraine will not give up, will not surrender: Oksana Markarova",https://www.foxnews.com/video/6321213040112,VIDEO,Ukrainian ambassador to the U.S. Oksana Markarova says Ukraine is fighting for the values ‘on which America is built.’,https://www.foxnews.com/category/politics/foreign-policy
"AP claims Obama nuclear deal 'contained' Iran's program, 'attacks' in Middle East followed Trump's withdrawal",https://www.foxnews.com/media/ap-claims-obama-nuclear-deal-contained-irans-program-attacks-middle-east-followed-trumps-withdrawal,NUCLEAR PROLIFERATION,"The Associated Press was accused by critics of ""rewriting history"" over how it described how effective the Obama administration's nuclear deal with Iran was.",https://www.foxnews.com/category/politics/foreign-policy
Russia-Ukraine war ‘endless’ without strong US posture: Lt. Gen. Keith Kellogg,https://www.foxnews.com/video/6321138725112,VIDEO,Former Pence National Security Adviser Lt. Gen. Keith Kellogg says President Biden needs a specific policy and plan to end the war in Ukraine.,https://www.foxnews.com/category/politics/foreign-policy
George W. Bush pushes back on GOP criticism of Ukraine funding: 'Not going to constrain' helping US citizens,https://www.foxnews.com/politics/george-w-bush-pushes-back-gop-criticism-ukraine-funding-helping-us-citizens,UKRAINE,Former President George W. Bush fired back on Republican criticism of U.S. funds going to help Ukraine in its war with Russia during an event commemorating the anniversary of PEPFAR.,https://www.foxnews.com/category/politics/foreign-policy
Ukraine marks one year since Russia began invasion,https://www.foxnews.com/video/6321136075112,VIDEO,Fox News' Steve Harrigan reports from Kyiv as Ukrainians brace for Russian forces ramping up attacks.,https://www.foxnews.com/category/politics/foreign-policy
China edges closer to sending lethal aid to Russia as UN votes to condemn invasion of Ukraine: report,https://www.foxnews.com/world/china-edges-closer-sending-lethal-aid-russia-un-votes-condemn-invasion-ukraine-report,CHINA,"Russia is in talks with China to purchase combat drones for use against Ukraine, according to a report published after the US said it had evidence such a move was being considered.",https://www.foxnews.com/category/politics/foreign-policy
Israeli forces exchange heavy fire in West Bank raid on Palestinian militants,https://www.foxnews.com/world/israeli-forces-exchange-heavy-fire-west-bank-raid-palestinian-militants,ISRAEL,Israeli forces targeted three members of the Lion’s Den terrorist group during a raid in the West Bank on Wednesday morning that left 11 Palestinians dead.,https://www.foxnews.com/category/politics/foreign-policy
Putin promises to build up Russia's nuclear arsenal after backing out of New START treaty with US,https://www.foxnews.com/world/putin-promises-build-up-russia-nuclear-arsenal-backing-out-new-start-treaty-us,RUSSIA,Russian President Vladimir Putin announced Wednesday that he will strengthen the country's nuclear forces after pulling back from the New START treaty with the United States.,https://www.foxnews.com/category/politics/foreign-policy
Blinken insists Biden 'makes the decisions' in US response to Russia,https://www.foxnews.com/politics/blinken-insists-biden-makes-decisions-us-response-russia,SECRETARY OF STATE,"In a conversation focused on the Russia-Ukraine conflict, Secretary of State Antony Blinken made a point to say that President Biden is in charge of the U.S. response.",https://www.foxnews.com/category/politics/foreign-policy
Netanyahu readies strike on Iran nuclear facilities after secret meetings: report,https://www.foxnews.com/world/netanyahu-readies-strike-iran-nuclear-facilities-secret-meetings-report,ISRAEL,Israeli Prime Minister Benjamin Netanyahu has held five meetings with top intelligence and military officials to discuss possible action against Iranian nuclear facilities.,https://www.foxnews.com/category/politics/foreign-policy
"Ukraine winners and losers: China makes gains, but where do other countries stand?",https://www.foxnews.com/world/ukraine-winners-losers-china-makes-gains-where-do-other-countries-stand,UKRAINE,"Most experts agree the participants in the Russia-Ukraine conflict, and their direct allies, largely ended up worse off, but they suggest one country gained a lot from the sidelines.",https://www.foxnews.com/category/politics/foreign-policy
Biden’s State Dept. scrutinized by GOP for allegedly censoring conservative news as it fought ‘disinformation’,https://www.foxnews.com/politics/bidens-state-dept-scrutinized-gop-allegedly-censoring-conservative-news-fought-disinformation,STATE DEPARTMENT,House GOP is focusing on the State Department's alleged role in suppressing conservative news outlets under the guise of countering disinformation.,https://www.foxnews.com/category/politics/foreign-policy
Rep. Mike Gallagher: Ukraine should be a ‘massive wakeup call’,https://www.foxnews.com/video/6321035761112,VIDEO,"Rep. Mike Gallagher, R-Wis., says Xi Jinping is turning Vladimir Putin into his ‘junior partner.’",https://www.foxnews.com/category/politics/foreign-policy
"US tensions with Russia, China grow as Putin suspends last nuclear arms treaty",https://www.foxnews.com/video/6321003556112,VIDEO,Fox News chief national security correspondent Jennifer Griffin reports on how the Pentagon is responding to Russia and China appearing to strengthen ties on 'Your World.',https://www.foxnews.com/category/politics/foreign-policy
Pentagon releases U-2 photo of Chinese spy balloon in flight before it was shot down,https://www.foxnews.com/politics/pentagon-releases-u2-photo-chinese-spy-balloon-flight-shot-down,SECRETARY OF STATE,The Pentagon on Wednesday released a photo of a U.S. Air Force pilot looking down at a suspected Chinese spy balloon the day before it was shot down over the Atlantic Ocean.,https://www.foxnews.com/category/politics/foreign-policy
US State Department hints at 'consequences' if China provides lethal aid to Russia for Ukraine war,https://www.foxnews.com/politics/us-state-department-hints-consequences-china-provides-lethal-aid-russia-ukraine-war,CHINA,"The U.S. State Department is warning that there will be serious ""consequences"" if China were to provide lethal material support to Russia in its war against Ukraine.",https://www.foxnews.com/category/politics/foreign-policy
Larry Kudlow: Biden struggles to secure 'peace through strength',https://www.foxnews.com/video/6320991703112,VIDEO,'Kudlow' host Larry Kudlow argued Biden's big government policies and his 'war on fossil fuels' helps Putin finance the Ukraine war on 'America Reports.',https://www.foxnews.com/category/politics/foreign-policy
"Chinese official urges NATO to ‘grow out of’ its ‘Cold War mentality’ towards Russia, China",https://www.foxnews.com/world/chinese-official-urges-nato-grow-cold-war-mentality-russia-china,RUSSIA,"A spokesperson for the Chinese Ministry of Foreign Affairs told the press Wednesday that the North Atlantic Treaty Organization must ""grow out of"" its ""Cold War mentality.""",https://www.foxnews.com/category/politics/foreign-policy
Seattle becomes first US city to ban discrimination based on caste,https://www.foxnews.com/us/seattle-becomes-first-us-city-ban-discrimination-based-caste,SEATTLE,"Seattle added caste as a protected category in the city's anti-discrimination laws, making it the first city in the U.S. to outlaw such discrimination.",https://www.foxnews.com/category/politics/foreign-policy
State Department-backed group to stop funding 'disinformation' index that targeted right-leaning sites,https://www.foxnews.com/media/state-department-backed-group-stop-funding-disinformation-index-targeted-right-leaning-sites,MEDIA,Jonathan Turley confirmed Tuesday that the State Department-backed National Endowment for Democracy has cut ties with the Global Disinformation Index.,https://www.foxnews.com/category/politics/foreign-policy
US forces China’s hand in revealing possible lethal aid to Russia amid war in Ukraine: experts,https://www.foxnews.com/world/u-s-forces-chinas-hand-revealing-possible-lethal-aid-russia-war-ukraine-experts,RUSSIA,Experts tell Fox News the U.S. has forced China's hand after revealing this week that Beijing is considering sending lethal aid to Russia amid the war in Ukraine.,https://www.foxnews.com/category/politics/foreign-policy
Putin remarks were ‘delusional rantings of a madman’: Rep. Mike Lawler,https://www.foxnews.com/video/6320933473112,VIDEO,"Rep. Mike Lawler, R-N.Y., responds to President Biden and Vladimir Putin’s speeches ahead of the one-year milestone of the war in Ukraine and discusses Mayor Eric Adams’ attack on Gov. Ron DeSantis over pro-police tour.",https://www.foxnews.com/category/politics/foreign-policy
Top Republican says 'all options must be on the table' after Russia pulls out of nuclear treaty,https://www.foxnews.com/politics/top-republican-says-all-options-on-table-after-russia-pulls-out-nuclear-treaty,RUSSIA,"House Armed Services Committee chairman Mike Rogers, R-Ala., pushed out a statement calling on the Biden administration to ""accelerate planning"" on Russian nuclear deterrence.",https://www.foxnews.com/category/politics/foreign-policy
House Foreign Affairs Chair McCaul leads GOP delegation to Kyiv,https://www.foxnews.com/politics/house-foreign-affairs-chair-mccaul-leads-gop-delegation-kyiv,UKRAINE,The House Foreign Affairs lawmakers met with the Ukrainian prosecutor general and President Zelenskyy during a trip aimed at conducting oversight as Ukraine defends itself from Russia.,https://www.foxnews.com/category/politics/foreign-policy
"Putin issues nuclear warning to US, threatens to resume weapons tests",https://www.foxnews.com/world/putin-issues-nuclear-warning-us-threatens-resume-weapons-tests,RUSSIA,"Russian President Vladimir Putin threatened Tuesday to resume nuclear weapons testing, claiming that the U.S. was attempting to overtake the country's arsenal.",https://www.foxnews.com/category/politics/foreign-policy
Biden 'absolutely' made a mistake visiting Ukraine before East Palestine: Karl Rove,https://www.foxnews.com/video/6320918194112,VIDEO,Fox News contributor Karl Rove joined 'America's Newsroom' to discuss Biden's Kyiv trip and how war has historically impacted presidential elections. ,https://www.foxnews.com/category/politics/foreign-policy
Traffic at Dubai's airport still under pre-pandemic levels even after doubling last year,https://www.foxnews.com/world/traffic-dubais-airport-under-pre-pandemic-levels-doubling-last-year,MIDDLE EAST,"Airport traffic in Dubai still remains an issue and has yet to fully recover from the COVID pandemic, even after it doubled last year to 66 million passengers in 2022.",https://www.foxnews.com/category/politics/foreign-policy
"Biden's Ukraine aid a 'blank check' to China to 'bleed us dry,' expert warns",https://www.foxnews.com/media/bidens-ukraine-aid-blank-check-china-bleed-us-dry-expert-warns,CHINA,Global political expert Dr. Sumantra Maitra warned Biden is giving China a 'blank check' with aid to Ukraine that will lead to Beijing's 'unrivaled hegemony.',https://www.foxnews.com/category/politics/foreign-policy
Biden to speak in Poland after surprise visit to Ukraine,https://www.foxnews.com/video/6320913006112,VIDEO,Global politics expert Dr. Sumantra Maitra joined 'Fox & Friends First' to discuss how Biden is risking 'nuclear war' with aid to Ukraine and the broader international implications of U.S. involvement.,https://www.foxnews.com/category/politics/foreign-policy
Israelis and Palestinians have been holding secret talks for weeks: report,https://www.foxnews.com/world/israelis-palestinians-have-holding-secret-talks-weeks-report,MIDDLE EAST,"Senior aides to Israeli Prime Minister Netanyahu and Palestinian President Abbas have been in secret talks to de-escalate tensions in the West Bank, according to a new Axios report. Meanwhile the Security Council issued a statement against new settlement building.",https://www.foxnews.com/category/politics/foreign-policy
China’s top diplomat traveling to Moscow as US-China tensions broil,https://www.foxnews.com/politics/chinas-top-diplomat-travels-russia-us-china-tensions-boil-over,RUSSIA,"A top Chinese official will meet with Russian officials in Moscow on Tuesday, just as the U.S. has said it fears China may soon agree to send arms to Russia.",https://www.foxnews.com/category/politics/foreign-policy
Israel promises Biden administration no new outposts in West Bank,https://www.foxnews.com/world/israel-promises-biden-administration-no-new-outposts-west-bank,ISRAEL,Israel has informed the Biden administration that it will halt approval of new settlements being constructed in the disputed West Bank territory.,https://www.foxnews.com/category/politics/foreign-policy
Blinken warns China could give Russia ‘lethal’ support,https://www.foxnews.com/video/6320884279112,VIDEO,Chief national security correspondent Jennifer Griffin reports on Secretary of State Antony Blinken’s warning to China not to arm Russia or face consequences.,https://www.foxnews.com/category/politics/foreign-policy
UK demands answers from Iranian foreign policy chief over journalist threats,https://www.foxnews.com/world/uk-demands-answers-iranian-foreign-policy-chief-journalist-threats,UNITED KINGDOM,"The British government warned Iran's Chargé d’Affaires, Mehdi Hosseini Matin against continued threats against U.K.-based Iranian journalists by the Middle Eastern regime.",https://www.foxnews.com/category/politics/foreign-policy
‘China’s mission is to exploit Russia’: Dan Hoffman,https://www.foxnews.com/video/6320876255112,VIDEO,Fox News contributor and former CIA Station Chief Daniel Hoffman says the U.S. has Russia ‘right where we want them’ and favors giving Ukraine ‘everything they need’ to ‘finish the fight.’,https://www.foxnews.com/category/politics/foreign-policy
Pompeo-era State Department adviser calls for shutdown of ‘disinformation’ index targeting conservative news,https://www.foxnews.com/media/pompeo-era-state-department-advisor-calls-shutdown-disinformation-index-targeting-conservative-news,MEDIA,POLARIS National Security executive director Gabriel Noronha feels the State Department needs to shut down funding for the Global Disinformation Index (GDI).,https://www.foxnews.com/category/politics/foreign-policy
Biden makes surprise visit to Ukraine as war nears one-year mark,https://www.foxnews.com/video/6320873354112,VIDEO,"Fox News’ Steve Harrigan reports from Kyiv on President Biden’s visit, where he announced another $500 million in aid, and President Zelenskyy calls it the most important visit in Ukraine’s history.",https://www.foxnews.com/category/politics/foreign-policy
DeSantis calls out Biden's 'blank check policy' amid Ukraine visit: 'A lot of problems accumulating here',https://www.foxnews.com/video/6320872304112,VIDEO,Florida Gov. Ron DeSantis (R) joined 'Fox & Friends' to discuss Biden's surprise visit to Ukraine and his pro-police tour to support law enforcement in liberal cities.,https://www.foxnews.com/category/politics/foreign-policy
Iran’s uranium processing has almost reached nuclear weapons-grade purity: inspectors,https://www.foxnews.com/world/irans-uranium-processing-almost-reached-nuclear-weapons-grade-purity-inspectors,IRAN,"International atomic inspectors say Iran has accumulated uranium enriched to 84% purity, just below what is needed for a nuclear weapon.",https://www.foxnews.com/category/politics/foreign-policy
Gen. Keane: China spy craft shows how serious Beijing is in achieving ‘regional and global domination”,https://www.foxnews.com/politics/gen-keane-china-spy-craft-shows-how-serious-beijing-achieving-regional-global-domination-gen-keane-says,CHINA,"China's alleged spy crafts found penetrating the airspace of the U.S. and dozens of other countries is a ""wake-up call,"" according to retired U.S. Gen. Jack Keane.",https://www.foxnews.com/category/politics/foreign-policy
Ukraine prepares for Russian spring offensive,https://www.foxnews.com/video/6320836531112,VIDEO,Retired Navy Rear Adm. Mark Montgomery says the war in Ukraine ‘appears static’ but is ‘anything but that.’,https://www.foxnews.com/category/politics/foreign-policy
Gordon Chang slams Biden admin for 'hollow warnings' to China after Munich meeting,https://www.foxnews.com/video/6320839583112,VIDEO,Gatestone Institute senior fellow Gordon Chang joined 'Fox News Live' to discuss the Biden administration's handling of the Chinese spy flight as tension between Washington and Beijing continues to mount.,https://www.foxnews.com/category/politics/foreign-policy
"Blinken bats down idea US in 'Cold War' with China, says relations can't be reduced to 'bumper sticker'",https://www.foxnews.com/politics/blinken-bats-down-idea-us-cold-war-china-relations-cant-be-reduced-bumper-sticker,SECRETARY OF STATE,"Secretary of State Antony Blinken denied the US and China were in a ""Cold War"" despite confronting diplomat Wang Yi over a spy craft that tried to surveil US military installations.",https://www.foxnews.com/category/politics/foreign-policy
‘Putin’s showing no sign of stopping this war’: John Kirby,https://www.foxnews.com/video/6320834613112,VIDEO,Coordinator for Strategic Communications at the National Security Council John Kirby says there is ‘no sign at all that NATO’s cracking’ and says the U.S. sent ‘no blank checks’ to Ukraine.,https://www.foxnews.com/category/politics/foreign-policy
China surveillance mission a 'reminder to most' and 'wake-up call to some': Gen. Jack Keane,https://www.foxnews.com/video/6320834635112,VIDEO,"Gen. Jack Keane (Ret.) discusses the impact of the Chinese surveillance mission on the relationship between the U.S. and China, the partnership between Russia and China, and provides an analysis of the Russia-Ukraine conflict. ",https://www.foxnews.com/category/politics/foreign-policy
Border states feel ‘abandoned’ by the Biden administration: Rep. Jodey Arrington,https://www.foxnews.com/video/6320834324112,VIDEO,"Rep. Jodey Arrington, R-Texas, says the border crisis is an economical, humanitarian and security crisis.",https://www.foxnews.com/category/politics/foreign-policy
Blinken issues warning to China about spy craft in 'confrontational' meeting with counterpart,https://www.foxnews.com/politics/blinken-issues-warning-china-spycraft-confrontational-meeting-counterpart,SECRETARY OF STATE,"Secretary of State Antony Blinken told Chinese top diplomat Wang Yi in a ""confrontational"" meeting in Munich that the spy balloon was ""unacceptable,"" but ""there was no apology.""",https://www.foxnews.com/category/politics/foreign-policy
Blinken meets with China's top diplomat for first time since downing of spy craft,https://www.foxnews.com/politics/blinken-meets-chinas-top-diplomat-first-time-downing-spy-craft,WORLD,Secretary of State Antony Blinken met with a top Chinese diplomat in Germany on Saturday two weeks after the U.S. shot down a Chinese surveillance balloon.,https://www.foxnews.com/category/politics/foreign-policy
US does not have a viable counter-strategy to Putin: Rebekah Koffler,https://www.foxnews.com/video/6320790277112,VIDEO,"Former Intelligence Officer Rebekah Koffler says strategy wins wars, and the U.S. should plan and prepare to fight a war with Russia.",https://www.foxnews.com/category/politics/foreign-policy
Mike Pompeo on potential USA showdown with Chinese diplomat: 'Our response should be determined and real',https://www.foxnews.com/media/mike-pompeo-potential-showdown-chinese-diplomat-response-should-determined-real,MEDIA,Former Secretary of State Mike Pompeo discusses the potential meeting between Secretary of State Anthony Blinken and top Chinese diplomat Wang Yi.,https://www.foxnews.com/category/politics/foreign-policy
"US is still the ‘indispensable nation,’: Gen. David Perkins",https://www.foxnews.com/video/6320788846112,VIDEO,Retired U.S. Army four-star General David Perkins discusses several foreign policy issues as Secretary Blinken attends the Munich Security Conference. ,https://www.foxnews.com/category/politics/foreign-policy
"Intel community 'blinking red' over ISIS, Al Qaeda rebuilding, Mike Waltz says: It's a 'simmering powder keg'",https://www.foxnews.com/media/intel-community-blinking-red-over-isis-al-qaeda-rebuilding-mike-waltz-simmering-powderkeg,MEDIA,"Rep. Mike Waltz, R-Fla., sounds the alarm on the threat posed by ISIS forces rebuilding in the aftermath of President Biden's botched Afghanistan withdrawal.",https://www.foxnews.com/category/politics/foreign-policy
Rep. John Garamendi: Ohio train derailment caused by Norfolk Southern,https://www.foxnews.com/video/6320789224112,VIDEO,"Rep. John Garamendi, D-Cali. says the train derailment should take full responsibility for the accident and warns East Palestine residents to ‘be careful’ about accepting the $1000 checks the company is offering them.",https://www.foxnews.com/category/politics/foreign-policy
US is not going to tolerate espionage: Rep. Michael McCaul,https://www.foxnews.com/video/6320786500112,VIDEO,"Rep. Michael McCaul, R-Texas, discusses the rising tensions between the U.S. and China following the shootdown of a Chinese spy craft in U.S. airspace, and a potential meeting between Secretary of State Blinken and Chinese diplomat Wang Yi. ",https://www.foxnews.com/category/politics/foreign-policy
Mike Pompeo on potential showdown with Chinese diplomat: 'Our response should be determined',https://www.foxnews.com/video/6320782095112,VIDEO,"Former Secretary of State Mike Pompeo discusses a potential meeting between Secretary of State Blinken and Chinese diplomat Wang Yi, rising tensions between the U.S. and China, flying objects during the Trump-era and his political future.",https://www.foxnews.com/category/politics/foreign-policy
"Sen. Hagerty slams Biden plan for Palestinian consulate as 'affront' to Israel, 'bizarre' act of diplomacy",https://www.foxnews.com/politics/sen-hagerty-slams-biden-plan-palestine-consulate-affront-israel-bizarre-act-diplomacy,ISRAEL,Tensions in Jerusalem remain high as Israel and Palestine continue to seek retribution for acts of violence committed by each state against the other over the past few weeks.,https://www.foxnews.com/category/politics/foreign-policy
"Flying objects, Ohio train derailment are examples of Biden’s ‘failure of leadership’: Rep. Mike Waltz",https://www.foxnews.com/video/6320777427112,VIDEO,"Rep. Mike Waltz, R-Fla., blasts President Biden’s handling of four flying objects and the Ohio train derailment and discusses the ‘simmering’ threat of terror groups.",https://www.foxnews.com/category/politics/foreign-policy
"South Africa drills with Russia, China could signify failed Washington efforts to solidify African allies",https://www.foxnews.com/world/south-africa-drills-russia-china-signify-failed-washington-efforts-solidify-african-allies,RUSSIA,South Africa's naval drills with China and Russia suggest that Biden's effort to increase ties with African allies is faltering.,https://www.foxnews.com/category/politics/foreign-policy
The Chinese spy balloon is revealing information while the other objects remain mysterious,https://www.foxnews.com/video/6320726785112,VIDEO,White House Correspondent Jacqui Heinrich on Biden's lack of contact with the Chinese President Xi while fights over entitlements go on 'Special Report.',https://www.foxnews.com/category/politics/foreign-policy
"Retaliating against Austria, Russia expels 4 diplomats",https://www.foxnews.com/world/retaliating-against-austria-russia-expels-4-diplomats,RUSSIA,"Austria's recent expulsion of four Russian diplomats from Vienna has been met with retaliatory action by the Putin regime, which has now ordered four Austrian diplomats to leave Russia.",https://www.foxnews.com/category/politics/foreign-policy
"Trust between president, American people ‘most important issue’ in flying objects saga: Gen. Jack Keane",https://www.foxnews.com/video/6320713374112,VIDEO,Fox News senior strategic analyst Gen. Jack Keane discusses the Biden administration’s response to the down flying objects on ‘The Story.’,https://www.foxnews.com/category/politics/foreign-policy
Biden needs to change his foreign policy strategy of appeasement: Rep. Mike Waltz,https://www.foxnews.com/video/6320713827112,VIDEO,"Rep. Mike Waltz, R-Fla., responds to revelations from the Biden administration on shooting down unknown objects and discusses U.S. foreign policy in relation to China.",https://www.foxnews.com/category/politics/foreign-policy
"'Western agenda': Taliban ban sale of birth control, according to report",https://www.foxnews.com/world/western-conspiracy-taliban-ban-sale-birth-control-according-report,AFGHANISTAN,"The Taliban have already greatly restricted women's rights in Afghanistan, banning women from higher education and restricting access to public areas such as gyms and parks.",https://www.foxnews.com/category/politics/foreign-policy
Victor Davis Hanson: It's very dangerous if we lose deterrence to China,https://www.foxnews.com/video/6320648461112,VIDEO,Senior fellow at the Hoover Institution Victor Davis Hanson analyses the threat from the CCP and President Biden's hesitance to deal with it on 'The Ingraham Angle.',https://www.foxnews.com/category/politics/foreign-policy
Gov. Kristi Noem: We'll make sure our land stays under the United States control,https://www.foxnews.com/video/6320640029112,VIDEO,Gov. Kristi Noem on South Dakota's actions against the CCP including bills banning the purchase of land by Chinese affiliated companies and her ban on TikTok on 'Hannity.',https://www.foxnews.com/category/politics/foreign-policy
