title,link,tag,desc,page
"CCP government 'intentionally released' COVID-19 'all over the world,' Chinese virologist says",https://www.foxnews.com/media/ccp-government-intentionally-released-covid-19-over-world-chinese-virologist,FOX NEWS FLASH,"Dr. Li Meng Yan, a Chinese virologist who sounded the alarm about the origins of COVID-19 in early 2020, speaks out after a classified intelligence report from the Energy Department found the virus most likely came from a Chinese lab.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Media slammed after Energy Dept joins COVID lab-leak chorus: 'Journalists believed China over US senators',https://www.foxnews.com/media/media-slammed-energy-dept-covid-lab-leak-chorus-journalists-believed-china-senators,FOX NEWS FLASH,Fox News contributor Joe Concha sounded off on the media's take on the lab leak theory after the Energy Department assessed in favor of it in a recent report.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
COVID leaked from a Wuhan lab. Here's how we hold China & Fauci accountable,https://www.foxnews.com/opinion/covid-leaked-wuhan-lab-hold-china-fauci-accountable,OPINION,U.S. Department of Energy concluded that the COVID-19 pandemic most likely came from a laboratory leak in China.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
This is the price China must pay for unleashing COVID on the world,https://www.foxnews.com/opinion/price-china-must-pay-unleashing-covid-world,OPINION,Two U.S. agencies now agree that COVID-19 likely emerged from a leak at a Wuhan lab.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
TUCKER CARLSON: Why did people 'lie about the truth' of COVID's origins?,https://www.foxnews.com/opinion/tucker-carlson-why-people-lie-truth-covids-origins,OPINION,Fox News host Tucker Carlson shares his take on whether the COVID-19 pandemic was caused by a lab leak on 'Tucker Carlson Tonight.',https://www.foxnews.com/category/health/infectious-disease/coronavirus
John Ratcliffe: Biden admin is intentionally slow rolling lab leak revelations,https://www.foxnews.com/video/6321354447112,VIDEO,Former Trump director of national intelligence John Ratcliffe and Rep. Jim Jordan discuss the report that COVID was leaked from the Wuhan lab on ‘The Ingraham Angle.’,https://www.foxnews.com/category/health/infectious-disease/coronavirus
What’s coming forward is a lot of information we know we will get: Kevin McCarthy,https://www.foxnews.com/video/6321355409112,VIDEO,Speaker of the House Kevin McCarthy discusses the GOP’s plans to probe into the Biden admin on multiple issues on ‘Hannity.’,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Greg Gutfeld: The tide is turning towards something we'd already known,https://www.foxnews.com/video/6321356388112,VIDEO,Greg Gutfeld and his guests discuss the Department of Energy's apparent backing of the idea that COVID-19 was leaked from a lab on 'Gutfeld!',https://www.foxnews.com/category/health/infectious-disease/coronavirus
SEAN HANNITY: Don't put your trust in the federal government,https://www.foxnews.com/media/sean-hannity-dont-trust-federal-government,FOX NEWS FLASH,Sean Hannity weighed in on the origins of COVID-19 after a classified intelligence report from the Energy Department found it most likely came from a Chinese lab on 'Hannity.',https://www.foxnews.com/category/health/infectious-disease/coronavirus
China bears the responsibility: Sen. Ted Cruz,https://www.foxnews.com/video/6321352543112,VIDEO,Texas Sen. Ted Cruz discusses how the Department of Energy concluded COVID-19 escaped from the Wuhan lab on ‘Hannity.’,https://www.foxnews.com/category/health/infectious-disease/coronavirus
The pharmaceutical companies paired up with the government: Dr. Andrew Huff,https://www.foxnews.com/video/6321348865112,VIDEO,Former department of energy scientist Dr. Andrew Huff discusses a report that the Energy Dept. concluded COVID originated from a China lab leak on ‘Jesse Watters Primetime.’,https://www.foxnews.com/category/health/infectious-disease/coronavirus
JESSE WATTERS: Why was the Wuhan lab leak theory scandalized?,https://www.foxnews.com/opinion/jesse-watters-why-wuhan-lab-leak-theory-scandalized,FOX NEWS FLASH,"Fox News host Jesse Watters weighs in on the Wuhan lab leak theory on ""Jesse Watters Primetime.""",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Energy department reportedly now says COVID most likely came from lab leak,https://www.foxnews.com/video/6321350033112,VIDEO,"Juan Williams, Ben Domenech, and Julia Manchester discuss the latest report on how COVID came from the Wuhan lab leak on ‘Special Report.’",https://www.foxnews.com/category/health/infectious-disease/coronavirus
"COVID lab leak theory appears vindicated after Energy Department report: 'They censored us, trashed us'",https://www.foxnews.com/media/covid-lab-leak-theory-appears-vindicated-energy-department-report-censored-trashed,FOX NEWS FLASH,"'The Five' co-hosts react to a classified intelligence report from the Energy Department, which found the most likely cause of COVID-19 was a lab leak.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Nikki Haley tweets COVID 'likely' came from Chinese lab, pledges to cut US aid if elected president",https://www.foxnews.com/politics/nikki-haley-tweets-covid-chinese-lab-cut-us-aid-elected-president,NIKKI HALEY,"Republican presidential candidate Nikki Haley continues campaign of stopping funding to enemies of U.S., adding China should be cut because COVID likely came from a Chinese lab.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Jesse Watters: Why was the lab leak scandalized?,https://www.foxnews.com/video/6321339349112,VIDEO,Jesse Watters takes a deep dive into the Wuhan lab leak theory in COVID and why it was dismissed on ‘Jesse Watters Primetime.’,https://www.foxnews.com/category/health/infectious-disease/coronavirus
US Energy Dept. reportedly supports COVID-19 lab leak theory,https://www.foxnews.com/video/6321334467112,VIDEO,White House correspondent Jacqui Heinrich provides updates on the plausibility of the Wuhan lab leak theory on 'Special Report.',https://www.foxnews.com/category/health/infectious-disease/coronavirus
White House still backs gain-of-function research to prevent future pandemics: Kirby,https://www.foxnews.com/politics/white-house-still-backs-gain-function-research-prevent-future-pandemics,WHITE HOUSE,National Security spokesman John Kirby says President Biden supports gain-of-function research conducted safely and securely and prevents future pandemics.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Kirby says Biden admin has no consensus on how COVID-19 started,https://www.foxnews.com/video/6321333635112,VIDEO,The U.S. Energy Department has newly assessed that the COVID-19 pandemic likely originated from an accidental lab leak in China.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Former CDC director: People will come to realize COVID-19 came from a lab,https://www.foxnews.com/media/former-cdc-director-people-realize-covid-19-came-from-lab,FOX NEWS FLASH,"Former CDC director Dr. Robert Redfield gives his take on theories that COVID-19 came from the Wuhan lab on ""The Story.""",https://www.foxnews.com/category/health/infectious-disease/coronavirus
MSNBC host goes on Twitter rant over the lab leak theory being suppressed: 'Blame the conspiracy theorists',https://www.foxnews.com/media/msnbc-host-goes-twitter-rant-lab-leak-theory-suppressed-blame-conspiracy-theorists,MEDIA,MSNBC host Mehdi Hasan blamed “conspiracy theorists” on the right for preventing more discussions on the lab leak theory regarding the coronavirus.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Judge Jeanine: From day one, you were not allowed to have an opinion on COVID",https://www.foxnews.com/video/6321335118112,VIDEO,‘The Five’ co-hosts discuss a classified intelligence report from the Energy Department that reportedly says COVID-19 most likely came from a Chinese lab. ,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"GOP senators push bill requiring Biden declassify all US intelligence connected to Wuhan lab, COVID origins",https://www.foxnews.com/politics/gop-senators-push-bill-requiring-biden-declassify-us-intelligence-connected-wuhan-lab-covid-origins,SENATE,GOP senators are pushing a new bill that would require Biden admin to declassify all intelligence related to the Wuhan lab and links to the COVID-19 lab leak theory.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Biden admin has reached no consensus on how COVID-19 started, National Security Council's John Kirby says",https://www.foxnews.com/politics/biden-admin-reached-no-consensus-how-covid-19-started-national-security-council-john-kirby-says,WHITE HOUSE,National Security Council spokesman John Kirby said Monday the Biden administration has not reached a conclusion about the origins of COVID-19.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Karine Jean-Pierre: Attacks on Dr. Fauci have been ‘counterproductive’,https://www.foxnews.com/video/6321333697112,VIDEO,Karine Jean-Pierre says there ‘is no consensus’ on COVID origins following questions from Fox News’ Jacqui Heinrich.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Air Force reverses 'adverse actions' against airmen who sought vaccine exemption for religious reasons,https://www.foxnews.com/us/air-force-reverses-adverse-actions-airmen-vaccine-exemption-religious-reasons,AIR FORCE,The Air Force said it will reverse adverse actions against those who sought a COVID-19 vaccine exemption for religious reasons,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Dr. Robert Redfield: Clearly the origin of COVID was a leak from the Wuhan lab,https://www.foxnews.com/video/6321332267112,VIDEO,Former CDC director Dr. Robert Redfield gives his take on new revelations about the COVID lab leak theory on 'The Story.',https://www.foxnews.com/category/health/infectious-disease/coronavirus
COVID lab leak theory shows the 'dangers of censorship': Jonathan Turley,https://www.foxnews.com/video/6321331177112,VIDEO,"Fox News contributor Jonathan Turley reacts to reports saying a lab leak most likely caused the COVID pandemic, telling 'America Reports' censorship by Big Tech entities could have cost lives.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Macao, the world’s biggest gambling hub, eases COVID-19 mask mandate",https://www.foxnews.com/world/macao-worlds-biggest-gambling-hub-eases-covid-19-mask-mandate,ASIA,"The world’s biggest gambling hub, Macao, has eased its outdoor coronavirus mask mandate. Indoor venues including casinos will independently decide whether people need to mask.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
"DeSantis slams China’s COVID-19 ‘cover-up’ in new book, says US response to CCP a ‘major failure’",https://www.foxnews.com/politics/desantis-slams-chinas-covid-19-cover-up-in-new-book-says-us-response-ccp-major-failure,RON DESANTIS,"Florida Gov. Ron DeSantis slams China’s massive cover-up of the origins of COVID-19 in his new memoir, ""The Courage to be Free: Florida's Blueprint for American Revival.""",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Piers Morgan calls out Dr. Fauci: He spent way too much time on TV lecturing people about 'the science',https://www.foxnews.com/media/piers-morgan-calls-dr-fauci-spent-way-time-tv-lecturing-people-science,FOX NEWS FLASH,"The ‘Piers Morgan Uncensored’ host says people were ‘banished’ from social media for claiming that COVID-19 originated from a lab, which turned out be a valid concern.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Tammy Bruce slams media's 'nefarious' narrative on COVID origins: 'A fake front',https://www.foxnews.com/video/6321326243112,VIDEO,'Outnumbered' panelists discuss the censorship and backlash Americans faced for asking questions about the origins of COVID.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
COVID lab leak theory: Rand Paul says Biden should declassify docs after Energy Department reversal,https://www.foxnews.com/politics/covid-lab-leak-theory-rand-paul-says-biden-declassify-docs-energy-department-reversal,CORONAVIRUS,Sen. Rand Paul on Monday called for the Biden administration to declassify documents reportedly showing the Energy Department assessing COVID-19 likely originated from a Chinese lab leak.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
John Ratcliffe: Americans deserve a truthful assessment of the COVID origins,https://www.foxnews.com/video/6321323208112,VIDEO,Former Director of National Intelligence John Ratcliffe joins 'America's Newsroom' following the Energy Department's announcement that COVID likely originated in a lab.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Rep. Andy Biggs slams ‘censorship’ of people who questioned COVID policies,https://www.foxnews.com/video/6321322239112,VIDEO,"Rep. Andy Biggs, R-Ariz., says President Biden called for censorship against certain COVID-19 opinions to ‘maintain authority.’",https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Media scolded, lampooned for dismissing now-likely COVID lab leak theory as misinformation",https://www.foxnews.com/media/media-scolded-lampooned-dismissing-now-likely-covid-lab-leak-theory-misinformation,MEDIA,The press was scolded Sunday after the U.S. Energy Department reportedly assessed that the COVID-19 pandemic likely originated from an accidental lab leak in China.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
GOP targets billions in COVID fraud with new bill: ‘Greatest heist of American taxpayer dollars in history’,https://www.foxnews.com/politics/gop-targets-billions-covid-fraud-new-bill-greatest-heist-american-taxpayer-dollars-history,REPUBLICANS,House Republicans have proposed legislation that would give states an incentive to claw back billions in COVID unemployment benefits that went to scammers.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Piers Morgan: Dr. Fauci likes the sound of his voice on TV too much,https://www.foxnews.com/video/6321315236112,VIDEO,Fox Nation host Piers Morgan on the origins of COVID-19 and the UK and EU working on a Brexit deal,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Japan eases coronavirus measures for tourists from China by only testing random passengers,https://www.foxnews.com/world/japan-eases-coronavirus-measures-tourists-china-testing-random-passengers,JAPAN,Japan will only be testing random passengers from China in the country's latest attempt to ease COVID border measures. Direct flights from China will also be expanded to more airports.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"China responds to US report endorsing lab leak theory, accuses US of ‘smearing China’",https://www.foxnews.com/politics/china-responds-us-report-endorsing-lab-leak-theory-accuses-us-smearing-china,CHINA,"China dismissed a new report that COVID-19 most likely originated from a lab on Sunday, calling the claim a ""smear"" from the U.S. despite months and years of research.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Rep. Jeff Van Drew: The American people are sick and tired of being lied to,https://www.foxnews.com/video/6321312471112,VIDEO,New Jersey Rep. Jeff Van Drew joins 'Fox & Friends First' after the Department of Energy reportedly admitted COVID-19 likely originated in a lab. He also discusses House Republicans' efforts to secure the northern border.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Joe Concha blasts previous criticism of lab leak theory: This is what they do in North Korea,https://www.foxnews.com/video/6321311084112,VIDEO,Fox News contributor Joe Concha weighs in after The Washington Post issued a correction on a 2020 article that referred to the COVID lab leak theory as a 'conspiracy theory.' He also discusses the upcoming Chicago mayoral race.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
National security adviser Jake Sullivan: 'No definitive answer’ from intelligence community on lab leak theory,https://www.foxnews.com/media/national-security-adviser-jake-sullivan-no-definitive-answer-intelligence-community-lab-leak-theory,MEDIA,"National security adviser Jake Sullivan said Sunday that there was no ""definitive answer"" from the intelligence community on the COVID-19 lab leak theory.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Is the COVID lab leak theory now confirmed?,https://www.foxnews.com/video/6321291360112,VIDEO,'The Big Sunday Show' co-hosts weigh in on reports the U.S. Department of Energy has now joined the Federal Bureau of Investigation in supporting the theory that COVID-19 originated in a Wuhan lab.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
National Security Adviser Jake Sullivan says he can't 'confirm or deny' Energy Department's conclusion on lab-leak theory,https://www.foxnews.com/video/6321280119112,VIDEO,"National Security Adviser Jake Sullivan said Sunday that he could not ""confirm or deny"" the Wall Street Journal's report on the Department of Energy's conclusion that the COVID-19 pandemic likely originated in a lab. ",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Woody Harrelson's 'Saturday Night Live' COVID-19 joke draws mixed reaction: 'Conspiracy' or 'red pilled',https://www.foxnews.com/media/woody-harrelsons-saturday-night-live-covid-19-joke-draws-mixed-reaction-conspiracy-red-pilled,MEDIA,Actor Woody Harrelson produced renewed vaccine debate online after appearing to joke about the pandemic during his monologue on NBC’s “Saturday Night Live.”,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Republicans erupt after Energy Dept reportedly says COVID-19 likely came from Chinese lab: 'We need answers',https://www.foxnews.com/politics/republicans-erupt-energy-dept-reportedly-says-covid-19-likely-came-chinese-lab-need-answers,POLITICS,"Republicans are demanding answers after the U.S. Energy Department assessed that the COVID-19 pandemic likely originated from an accidental lab leak in China, according to a new report.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Another US agency assesses COVID-19 origin likely a Chinese 'lab leak': report,https://www.foxnews.com/world/us-agency-assesses-covid-19-origin-likely-chinese-lab-leak-report,WORLD,"The U.S. Energy Department reportedly joins the FBI in assessing the COVID-19 pandemic originated from an accidental Chinese lab leak, an update to a 2021 intelligence report says.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Supreme Court to hear GOP state challenge to pandemic-related Biden student loan debt relief plan,https://www.foxnews.com/politics/supreme-court-hear-gop-state-challenge-pandemic-related-biden-student-loan-debt-relief-plan,US,The U.S. Supreme Court is set to hear oral arguments Tuesday pertaining to GOP-led states aiming to block President Biden's student debt forgiveness plan.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Biden admin to limit telehealth prescriptions for some controlled drugs,https://www.foxnews.com/health/biden-admin-to-limit-telehealth-prescriptions-some-controlled-drugs,HEALTH,The Drug Enforcement Administration is moving to require patients to see a doctor in person before receiving prescriptions for some controlled medications.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Woody Harrelson’s ‘Saturday Night Live’ monologue about COVID sparks debate, Elon Musk says he was spot on",https://www.foxnews.com/entertainment/woody-harrelsons-saturday-night-live-monologue-covid-sparks-debate-elon-musk,ENTERTAINMENT,"Woody Harrelson guest hosted ""Saturday Night Live"" and made several jokes about the coronavirus pandemic and the medical industry, which caused a major discussion on social media.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
FDA approves first at-home test to detect both flu and COVID,https://www.foxnews.com/health/fda-approves-first-home-test-detect-flu-covid,HEALTH,"The FDA has authorized the first over-the-counter home test that can detect both influenza A and B as well as SARS-CoV-2, the virus that causes COVID-19.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
CDC advisory group finds insufficient evidence to recommend more than one COVID-19 booster a year,https://www.foxnews.com/health/cdc-advisory-group-finds-insufficient-evidence-to-recommend-more-than-one-covid-19-booster-a-year,CORONAVIRUS,A working committee for the U.S. Centers for Disease Control and Prevention found insufficient evidence to recommend more than one yearly COVID-19 booster.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Florida man sentenced to 7 years for stealing $2.6M of COVID-19 relief funds,https://www.foxnews.com/us/florida-man-sentenced-7-years-stealing-2-6m-covid-19-relief-funds,FLORIDA,"A Florida man was sentenced to seven years for stealing $2.6 million in COVID-19 relief funds. The man pleaded guilty to wire and bank fraud, along with illegal monetary transaction.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Mom in liberal state urges parents to ditch public schools for homeschooling: 'Change the lives' of your kids,https://www.foxnews.com/media/mom-liberal-state-urges-parents-ditch-public-schools-homeschooling-change-lives-kids,EDUCATION,A Washington mom has joined the growing trend of parents homeschooling since the COVID-19 pandemic as Seattle considers closing some schools due to falling public school attendance.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Have vaccine mandates significantly slowed the spread of COVID?,https://www.foxnews.com/video/6321100931112,VIDEO,Fox News contributor Dr. Marty Makary reacts to studies on the effectiveness of the COVID-19 vaccine and mask mandates on 'Fox News @ Night.',https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Domenech: Biden, Buttigieg are in 'clean-up mode'",https://www.foxnews.com/video/6321076890112,VIDEO,"All-star panelists Harold Ford Jr., Katie Pavlich and Ben Domenech discuss the Biden administration's response to the Ohio train derailment and the ongoing effects of COVID-19 vaccine mandates on 'Special Report.'",https://www.foxnews.com/category/health/infectious-disease/coronavirus
'Where does DeSantis get his apology?' Governor's office calls out media's shift in COVID coverage,https://www.foxnews.com/media/desantis-apology-governors-office-calls-medias-shift-covid-coverage,MEDIA,Members of Gov. Ron DeSantis’ press team responded to recent admissions that certain coronavirus policies like mask and vaccine mandates were wrong or didn't work.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
George Mason study finds 'no evidence' that vaccine mandates in major cities reduced COVID-19 cases,https://www.foxnews.com/politics/george-mason-study-finds-no-evidence-vaccine-mandates-major-cities-reduced-covid-19-cases,CORONAVIRUS,A George Mason University study examining COVID-19 vaccine mandates in nine major U.S. cities found that they did not result in a reduction of pandemic cases or deaths.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Lori Lightfoot accused of ignoring 'social contract' with police by lowballing COVID disability benefits,https://www.foxnews.com/politics/lori-lightfoot-accused-ignoring-social-contract-police-lowballing-covid-disability-benefits,POLICE AND LAW ENFORCEMENT,Chicago Mayor Lori Lightfoot has come under fire for leaving police officers who have suffered disabilities from COVID-19 behind after they were denied disability benefits.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Ex-Trump adviser calls out 'corruption' at colleges still forcing COVID vaccines: 'I'm very concerned',https://www.foxnews.com/media/ex-trump-adviser-calls-corruption-colleges-still-forcing-covid-vaccines-concerned,FOX NEWS FLASH,"Former Trump White House COVID adviser Dr. Scott Atlas joined ""Ingraham Angle"" as some colleges still push vaccine requirements and mask-wearing.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
There is a denial of fact from thousands of colleges: Dr. Scott Atlas,https://www.foxnews.com/video/6320957035112,VIDEO,Former Trump White House COVID adviser Dr. Scott Atlas discusses how the push for the COVID vaccine was wrong and how educational institutions remain in denial on ‘The Ingraham Angle.’,https://www.foxnews.com/category/health/infectious-disease/coronavirus
NYC auctioned off $200 million worth of COVID gear for a small fraction: report,https://www.foxnews.com/us/nyc-auctioned-200-million-covid-gear-small-fraction,NEW YORK CITY,"New York City auctioned off millions of dollars worth of COVID gear for pennies on the dollar, a news report said.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Kids’ screen time skyrocketed during pandemic — and it’s still higher than pre-COVID,https://www.foxnews.com/health/kids-screen-time-skyrocketed-pandemic-still-higher-pre-covid,HEALTH,"Average daily screen time for kids is more than double the recommendation of the American Academy of Pediatrics, according to a new study published in JAMA Network Open.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Natural COVID immunity as effective as 2 vaccine doses: Study,https://www.foxnews.com/video/6320923751112,VIDEO,Dr. Marc Siegel discusses the latest data on natural immunity and reinfection.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Washington state lawmakers propose bill to help workers fired over mandates,https://www.foxnews.com/video/6320910238112,VIDEO,Washington State Rep. Chris Corry (R) joined 'Fox & Friends First' to discuss how the measure would aid those who were fired for refusing to take the COVID vaccine. ,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Kamala Harris blasted for posting photo of herself with masked child: 'The rage I feel',https://www.foxnews.com/media/kamala-harris-blasted-posting-photo-masked-child-rage-feel,MEDIA,Vice President Kamala Harris faced backlash for tweeting an image of her standing with a masked child to promote Black female leadership on Sunday.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
CDC adds COVID-19 vaccines to official immunization schedule for kids as young as 6 months,https://www.foxnews.com/health/cdc-adds-covid-19-vaccines-official-immunization-schedule-kids-young-6-months,HEALTH,The CDC's updated immunization schedule recommends that children between six months and 18 years old should receive the full COVID vaccine series and booster.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Former Mississippi prison guard sentenced to 3 years probation for COVID relief fraud,https://www.foxnews.com/us/former-mississippi-prison-guard-sentenced-3-years-probation-covid-relief-fraud,MISSISSIPPI,A former Mississippi prison guard has been sentenced to three years of probation for COVID relief fraud. The woman submitted two fraudulent PPP loan applications.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Prior COVID infection provides just as much protection as vaccines, new study finds",https://www.foxnews.com/health/prior-covid-infection-protection-vaccines-new-study,HEALTH,"A new study found that previous COVID-19 infection offers at least the same level of protection as two doses of vaccines, lasting for 40 weeks or longer.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Arkansas mom says school mask mandates led to ‘cruelty and discrimination’ against her daughter,https://www.foxnews.com/health/arkansas-mom-school-mask-mandates-cruelty-discrimination-daughter,HEALTH,"Ginny Lauren Dowden, a mom from Fayetteville, Arkansas, fought for her daughter to be exempt from school mask mandates amid COVID — a battle that took an emotional toll.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Washington homeowner claims squatters took over property,https://www.foxnews.com/video/6320870193112,VIDEO,Seattle City Council candidate Ari Hoffman joined 'Fox & Friends First' to discuss how squatters have returned following a SWAT raid in Washington. ,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Evangeline Lilly reveals Disney & Marvel supported her over controversial vaccine mandate views,https://www.foxnews.com/media/evangeline-lilly-reveals-disney-marvel-supported-controversial-vaccine-mandate-views,MEDIA,Actress Evangeline Lilly revealed in a podcast interview that Disney offered its support for her after she protested Canadian vaccine mandates in 2022.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Jonathan Toews, who helped Blackhawks to 3 Stanley Cup titles, steps away to deal with serious health issues",https://www.foxnews.com/sports/jonathan-toews-helped-blackhawks-3-stanley-cup-titles-steps-away-deal-serious-health-issues,CHICAGO BLACKHAWKS,Chicago Blackhawks star Jonathan Toews announced Sunday that he will be taking a break from hockey in order to better deal with ongoing health problems.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Evangeline Lilly says she knew she would ‘wake the giant’ with anti-vax mandate rally photos after backlash,https://www.foxnews.com/entertainment/evangeline-lilly-says-knew-wake-giant-vax-mandate-rally-photos-backlash,MOVIES,"Evangeline Lilly has spoken out for the first time about her decision to post about an anti-vaccine mandate rally she attended last year, saying she knew there would be a backlash.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Doctors refuse to listen to patients with vaccine injuries: Dr. Michael Huang,https://www.foxnews.com/video/6320743167112,VIDEO,Doctor: I’ve treated hundreds of patients with COVID vaccine-related injuries.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Two Idaho lawmakers introduce legislation to criminalize giving out certain COVID-19 vaccines,https://www.foxnews.com/politics/two-idaho-lawmakers-introduce-legislation-criminalize-giving-out-mrna-vaccines,IDAHO,Two Republican lawmakers in the Idaho state legislature have introduced a bill that would make the administering of mRNA vaccines throughout the state a crime.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Forget COVID; CDC now warns this virus is highly contagious,https://www.foxnews.com/opinion/forget-covid-cdc-now-warns-virus-is-highly-contagious,OPINION,CDC now warns this virus is so highly contagious that one in 15 Americans will get it. Here’s how you can try to avoid it or tell if it's got you.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"Over 2300 Disney employees sign petition against returning to office, warn of 'long-term harm'",https://www.foxnews.com/media/2300-disney-employees-sign-petition-returning-office-warn-long-term-harm,DISNEY,"As businesses transition back to pre-COVID-19 practices, a request for Disney employees to return to the office for 4 days a week inspired some to send a petition in response.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
Navy lifts deployment restrictions on sailors not vaccinated against COVID-19,https://www.foxnews.com/us/navy-lifts-deployment-restrictions-sailors-vaccinated-against-covid-19,CORONAVIRUS,The Navy will no longer consider COVID-19 vaccination status when making decisions about sailor deployments; reversing more than a year of COVID policy.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Hong Kong population down for 3rd straight year as death toll from COVID-19 rises,https://www.foxnews.com/world/hong-kong-population-down-3rd-straight-year-death-toll-covid-19-rises,HONG KONG,The population in Hong Kong has dropped for a third straight year during the pandemic. Many residents are also leaving in response to the erosion of Western-style civil liberties.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Small Mexican airline Aeromar announces closing due to financial problems after pandemic,https://www.foxnews.com/us/small-mexican-airline-aeromar-announces-closing-due-to-financial-problems-after-pandemic,MEXICO,A small Mexican airline Aeromar has announced it's closing due to financial problems after trying to recover from the pandemic. Aeromar was unable to bounce back from COVID-19 downturn.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
China shifts COVID origin blame after WHO abandons study into virus beginnings,https://www.foxnews.com/world/china-shifts-covid-origin-blame-who-abandons-study-virus-beginnings,CHINA,The People's Republic of China is dismissing accusations of impeding the World Health Organization's investigation into the origins of the COVID-19 pandemic.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
Twitter erupts after CDC Director Walensky tells Congress masking guidance 'doesn't really change with time',https://www.foxnews.com/media/twitter-erupts-cdc-director-walensky-tells-congress-masking-guidance-doesnt-really-change-time,MEDIA,Centers for Disease Control Director Rochelle Walensky told a House representative in Congress that the agency's guidance on masking changes with community spread and not with time.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
"European Medicines Agency expects annual COVID vaccination campaigns, similar to flu shot",https://www.foxnews.com/world/european-medicine-agency-expects-annual-covid-vaccination-campaigns-similar-flu-shot,EUROPE,"The EMA's head of health threats and vaccine strategy believes COVID-19 vaccination campaigns may be conducted once a year, similar to the flu shot.",https://www.foxnews.com/category/health/infectious-disease/coronavirus
CDC Director Rochelle Walensky says child masking will not change with time,https://www.foxnews.com/video/6320480099112,VIDEO,Walensky told Congress that masking guidance ‘doesn’t really change with time’ but with the level of disease.,https://www.foxnews.com/category/health/infectious-disease/coronavirus
